iter	Logloss
272	0.1452311841
273	0.1450640027
274	0.1449296042
275	0.1447550193
276	0.1446376444
277	0.1444964747
278	0.1443678744
279	0.1442270223
280	0.1440781811
281	0.1439695124
282	0.143896684
283	0.143714047
284	0.1436406353
285	0.1435068148
286	0.143406021
287	0.1432753131
288	0.1431515427
289	0.143013119
290	0.1428809024
291	0.1427347147
292	0.1426206383
293	0.1425066061
294	0.1422799636
295	0.1421915454
296	0.1420706186
297	0.1419457998
298	0.1418454467
299	0.1416999951
300	0.1415955377
301	0.1414040342
302	0.1412933684
303	0.1411377868
304	0.1410167266
305	0.1408730382
306	0.1407167337
307	0.1405426454
308	0.1403983757
309	0.1402686037
310	0.1401578273
311	0.1400810343
312	0.1399290698
313	0.1397260448
314	0.1396402628
315	0.139490216
316	0.1393300599
317	0.1392257727
318	0.1390934583
319	0.1389757578
320	0.1387909951
321	0.1386554471
322	0.1386120778
323	0.1385127878
324	0.138316826
325	0.1381388218
326	0.137984029
327	0.137838845
328	0.1376693208
329	0.1375017638
330	0.1373757533
331	0.1372517159
332	0.1371327811
333	0.1369853207
334	0.1368968703
335	0.1367768108
336	0.1366417789
337	0.1365685657
338	0.1364832901
339	0.1363284009
340	0.136196695
341	0.1359908129
342	0.1358564927
343	0.1357784965
344	0.1357036879
345	0.1355730195
346	0.1353862535
347	0.1352499799
348	0.1350977922
349	0.1349418126
350	0.1347991595
351	0.1346294548
352	0.1344716973
353	0.1343456291
354	0.1342109166
355	0.134044853
356	0.133885974
357	0.1337040059
358	0.1335346317
359	0.1333436567
360	0.1332054989
361	0.1331252583
362	0.1329524176
363	0.1328224139
364	0.1327458946
365	0.132633282
366	0.1325263547
367	0.1323843554
368	0.1322694375
369	0.1321344531
370	0.1320279038
371	0.1318891577
372	0.1318264023
373	0.1316738027
374	0.1315595113
375	0.1314391958
376	0.1312656669
377	0.1311080474
378	0.1310141045
379	0.1308090375
380	0.1307142519
381	0.1305978624
382	0.1304757291
383	0.1303387534
384	0.1302115158
385	0.130056801
386	0.1299065929
387	0.1297677876
388	0.1296593929
389	0.1295543422
390	0.1294599231
391	0.1293283829
392	0.1291545167
393	0.1289851267
394	0.1288370566
395	0.1287167624
396	0.1285905104
397	0.1284617372
398	0.1283084616
399	0.1282217368
400	0.1280931048
401	0.127945215
402	0.127796329
403	0.1276920949
404	0.1276250149
405	0.1274317402
406	0.1273153116
407	0.1271434473
408	0.1270403873
409	0.1268683505
410	0.1267783703
411	0.1266174914
412	0.126484276
413	0.1263757331
414	0.1263009487
415	0.1262207278
416	0.1260906311
417	0.1260109454
418	0.1259379655
419	0.1258349294
420	0.1257056191
421	0.1255848673
422	0.1255010319
423	0.125360384
424	0.1252860772
425	0.125181369
426	0.1250820625
427	0.1249232716
428	0.1248039246
429	0.1246903815
430	0.1245338056
431	0.1243807668
432	0.1242817514
433	0.1241726996
434	0.1240456669
435	0.1238874046
436	0.1238293999
437	0.1236635325
438	0.1235411458
439	0.1234219106
440	0.1233208962
441	0.1231924163
442	0.1230921457
443	0.1229683799
444	0.1228178603
445	0.1226907989
446	0.1225705511
447	0.1224730781
448	0.1222991304
449	0.1221238168
450	0.1220234518
451	0.1218848097
452	0.121790696
453	0.1216804216
454	0.1215626383
455	0.121436014
456	0.1213436794
457	0.1211807663
458	0.1210671495
459	0.1209090485
460	0.1208225918
461	0.1206562875
462	0.1205747204
463	0.1204006206
464	0.1202733267
465	0.1201568978
466	0.1200166673
467	0.1198545962
468	0.119745815
469	0.1195871496
470	0.1194927147
471	0.1193530202
472	0.1192205078
473	0.119068225
474	0.1189619746
475	0.1188142445
476	0.1186705708
477	0.1185131468
478	0.1184018819
479	0.1182530821
480	0.1181634925
481	0.1180996479
482	0.1179448007
483	0.1178193731
484	0.1177370916
485	0.1176075611
486	0.117529998
487	0.1174235731
488	0.1173338359
489	0.1171998941
490	0.1171339344
491	0.1170536887
492	0.1168802103
493	0.1167233839
494	0.1166240967
495	0.1165557931
496	0.1164852414
497	0.1163821078
498	0.1162832316
499	0.1161818273
500	0.1160406036
501	0.1159565187
502	0.1158504829
503	0.1157805938
504	0.1156855562
505	0.1155803486
506	0.1154777913
507	0.1154522778
508	0.1153459565
509	0.1152397038
510	0.1151301728
511	0.1150356593
512	0.1149069704
513	0.1147977422
514	0.1147213846
515	0.1145710569
516	0.1144156188
517	0.1143020012
518	0.114167254
519	0.1140768133
520	0.1139927842
521	0.1138470959
522	0.1137588318
523	0.1136760358
524	0.1136186081
525	0.1134670109
526	0.1133765668
527	0.1132757717
528	0.11314947
529	0.1130278581
530	0.1128861978
531	0.1127978941
532	0.112669032
533	0.1125446697
534	0.1124816537
535	0.1123603281
536	0.1122685534
537	0.1121749124
538	0.112076893
539	0.111999358
540	0.1118812895
541	0.111786921
542	0.1116536835
543	0.1114501814
544	0.1113779503
545	0.1112792898
546	0.1112310069
547	0.1110952555
548	0.110981267
549	0.1108325897
550	0.1106871025
551	0.1105606497
552	0.1104415115
553	0.1103398
554	0.1102144061
555	0.1101004818
556	0.1100011106
557	0.1099000891
558	0.1097380104
559	0.1095899597
560	0.1095483511
561	0.1094094879
562	0.1092871578
563	0.1092006771
564	0.1091245325
565	0.1089923026
566	0.1088750491
567	0.1088044796
568	0.1087168251
569	0.1086436316
570	0.1085468399
571	0.1084258819
572	0.1083526656
573	0.108232761
574	0.1081053248
575	0.1080510864
576	0.1079674215
577	0.1079025831
578	0.1077615234
579	0.1076620057
580	0.1075734512
581	0.1074479696
582	0.1073251823
583	0.1072338842
584	0.1071781765
585	0.1070489467
586	0.1068970774
587	0.1067970492
588	0.1067016192
589	0.1066164115
590	0.1065443185
591	0.106429433
592	0.1062966245
593	0.1061570304
594	0.1060885849
595	0.1060038815
596	0.1058840339
597	0.1057611899
598	0.1056073569
599	0.1054237312
600	0.1053154576
601	0.1052474042
602	0.1051642448
603	0.1049869075
604	0.1048512629
605	0.1048017055
606	0.104702097
607	0.1045696676
608	0.1044544877
609	0.1042975599
610	0.1041628728
611	0.1040931514
612	0.1039743616
613	0.1038643465
614	0.1037985801
615	0.1036669741
616	0.1035782435
617	0.103515072
618	0.1034193544
619	0.1032540433
620	0.1031493517
621	0.1029929873
622	0.1029328067
623	0.1028549098
624	0.1027450363
625	0.1026252603
626	0.102494722
627	0.1023639577
628	0.1022641093
629	0.10214749
630	0.1020315612
631	0.1019474998
632	0.1018808092
633	0.101799323
634	0.1017028404
635	0.1016221255
636	0.1015555666
637	0.1014793481
638	0.101313155
639	0.1012335158
640	0.1011514535
641	0.1010657872
642	0.1009575493
643	0.1008559267
644	0.1007621014
645	0.100626879
646	0.1005028444
647	0.1004638057
648	0.1004238633
649	0.1003057931
650	0.1002478013
651	0.1001721417
652	0.1000166962
653	0.09995731588
654	0.09985359367
655	0.0997768147
656	0.09972182807
657	0.09968779856
658	0.09959468412
659	0.09948436772
660	0.09939768076
661	0.09933368347
662	0.09927169446
663	0.09919336909
664	0.09912603901
665	0.09906787138
666	0.09897105049
667	0.09888273585
668	0.09877610103
669	0.09868708407
670	0.09859227341
671	0.09849083644
672	0.09839103121
673	0.09830813084
674	0.09822773686
675	0.09812582489
676	0.098039948
677	0.09798075358
678	0.0978830564
679	0.09777861088
680	0.09765785971
681	0.09759438964
682	0.09747792223
683	0.09739434124
684	0.09729678897
685	0.09724419437
686	0.09716107697
687	0.09706642523
688	0.09698804945
689	0.09691447288
690	0.09687647513
691	0.09677424759
692	0.09671777912
693	0.09662663582
694	0.0965244912
695	0.09644761215
696	0.09634157617
697	0.09628598882
698	0.09619297695
699	0.09614441123
700	0.09609260085
701	0.09604353636
702	0.09589757212
703	0.09582356043
704	0.09577595544
705	0.09571841101
706	0.09565090005
707	0.09554153446
708	0.09544111934
709	0.09535770264
710	0.09529152983
711	0.09526424087
712	0.09515221754
713	0.09504724913
714	0.09490682906
715	0.09479214251
716	0.09473118518
717	0.0946604068
718	0.09460455189
719	0.09449626026
720	0.09445899142
721	0.09439731376
722	0.09433215247
723	0.09422135269
724	0.09416310937
725	0.09410946895
726	0.09404337647
727	0.09393954082
728	0.09385624106
729	0.09380566669
730	0.093762318
731	0.09369249779
732	0.09358290666
733	0.09352928671
734	0.09339900328
735	0.09327163442
736	0.09318551845
737	0.09308909605
738	0.09302996791
739	0.09288688421
740	0.09278033919
741	0.09267649503
742	0.09258950756
743	0.09257645611
744	0.09249361537
745	0.09243092238
746	0.09235261
747	0.09229904132
748	0.09222069274
749	0.09213573752
750	0.0919805679
751	0.0919113808
752	0.09182575607
753	0.091709452
754	0.09165536185
755	0.09158146494
756	0.09149553793
757	0.09143783609
758	0.0914015771
759	0.09134894171
760	0.0912520191
761	0.09117801864
762	0.09109609875
763	0.09099051914
764	0.09092094296
765	0.09084246792
766	0.0907734587
767	0.09071696037
768	0.09061129786
769	0.09050485102
770	0.09041727037
771	0.09031575836
772	0.09023601695
773	0.09014899298
774	0.09009211657
775	0.09002593952
776	0.08993628565
777	0.08986320426
778	0.08974924218
779	0.08966433703
780	0.08959046948
781	0.08952998907
782	0.08944291599
783	0.08936297416
784	0.08924052267
785	0.08916002051
786	0.08911268217
787	0.08906270154
788	0.08895059317
789	0.08889385312
790	0.08875883576
791	0.08868070835
792	0.08863037474
793	0.08857091972
794	0.08851809475
795	0.08846506719
796	0.08835780498
797	0.08828498743
798	0.08814732048
799	0.08808402946
800	0.08804414461
801	0.08797446862
802	0.08790196928
803	0.08784055176
804	0.08771880232
805	0.08766888564
806	0.08759402621
807	0.08752472099
808	0.08741275677
809	0.08731657538
810	0.08723681474
811	0.08711017191
812	0.08701249602
813	0.08693786566
814	0.08690280834
815	0.08685546913
816	0.08681238177
817	0.08670484725
818	0.08664885741
819	0.08656481787
820	0.08650471203
821	0.08643169331
822	0.08638424874
823	0.08633692448
824	0.08624985021
825	0.08618549894
826	0.08609568434
827	0.08601884517
828	0.08590683873
829	0.08583646662
830	0.08572325285
831	0.08565103466
832	0.08562028996
833	0.08552966812
834	0.08543736161
835	0.0853755535
836	0.08526606099
837	0.08518468802
838	0.08512856878
839	0.08506719642
840	0.08500417047
841	0.08496568582
842	0.08491445737
843	0.08482723559
844	0.08477718634
845	0.08470427901
846	0.08462737023
847	0.08453172959
848	0.0844547394
849	0.08434949116
850	0.08430018059
851	0.08423778282
852	0.08417427204
853	0.08410750479
854	0.08406772184
855	0.08399474178
856	0.0839177668
857	0.08383778257
858	0.08377732413
859	0.08370680574
860	0.08366042417
861	0.08359132396
862	0.08353577958
863	0.08346795842
864	0.0833589888
865	0.08327022574
866	0.08318391371
867	0.08304895479
868	0.08297568406
869	0.08290952658
870	0.08283039013
871	0.08278783169
872	0.08274107128
873	0.0826861838
874	0.0825850522
875	0.08253616635
876	0.08247012655
877	0.08237870392
878	0.0823501025
879	0.08227056345
880	0.08220729391
881	0.08213783649
882	0.08206060791
883	0.08201794073
884	0.08193645597
885	0.08189562501
886	0.08184800679
887	0.0818261269
888	0.08172587188
889	0.08170086981
890	0.08159427607
891	0.08150381278
892	0.08148143525
893	0.08145513527
894	0.08138219015
895	0.08133722096
896	0.08125696333
897	0.08120425036
898	0.08114183117
899	0.08103930965
900	0.08101241587
901	0.08091071675
902	0.08080806874
903	0.0807631096
904	0.080721722
905	0.08062353054
906	0.08054261512
907	0.08047717672
908	0.08045347106
909	0.08041034827
910	0.08031315645
911	0.08024965983
912	0.08017706828
913	0.08013413258
914	0.08005429499
915	0.07998536181
916	0.07989325739
917	0.07984750567
918	0.07977712131
919	0.07969074138
920	0.07957284715
921	0.07953904838
922	0.07947310438
923	0.07940322429
924	0.07937646683
925	0.07931543034
926	0.07927521985
927	0.07923945173
928	0.0791850755
929	0.07911356457
930	0.07905439506
931	0.07898656501
932	0.07891413506
933	0.07885643704
934	0.0788203439
935	0.07873794057
936	0.07867913129
937	0.07858871509
938	0.07853721606
939	0.07850085816
940	0.07842640265
941	0.07836261149
942	0.07829100851
943	0.07821626238
944	0.07817745945
945	0.07812199073
946	0.07808186234
947	0.07804945975
948	0.07797160021
949	0.07790773057
950	0.07781412132
951	0.07773826376
952	0.07770214591
953	0.07765105775
954	0.07761137303
955	0.07757576139
956	0.07750118747
957	0.07739742055
958	0.07733800605
959	0.07725648683
960	0.07720270388
961	0.07714565842
962	0.07709484651
963	0.07703426566
964	0.07698663401
965	0.07696194298
966	0.07693623431
967	0.07687711699
968	0.07684609607
969	0.07677282224
970	0.07670276353
971	0.0766368267
972	0.07656557689
973	0.07652219066
974	0.07650159068
975	0.07645281383
976	0.07636390886
977	0.07626797561
978	0.07620261558
979	0.07616105369
980	0.07613168079
981	0.07605200631
982	0.07598638303
983	0.07593592301
984	0.07586285624
985	0.07580142053
986	0.07574358392
987	0.075673387
988	0.07560438972
989	0.07552042711
990	0.07549240069
991	0.0754531266
992	0.07541628248
993	0.07536314169
994	0.07528831355
995	0.07524685666
996	0.07519497932
997	0.07516339497
998	0.07513322715
999	0.07508212533
